ID,Name,Owner,Dine_Type,Mailing_Address,Billing_Address,Postal_Code,Phone_1,Phone_2,Email,Website,Business_Operation_Year,Business_Owner_Year,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Guest_Capacity,Business_Start_Hour,Business_End_Hour,Franchise,Own_Lease,Income_052019_102019,Income_052020_102020,Income_052021_102021,Profit_052019_102019,Profit_052020_102020,Profit_052021_102021,Customers_Weekly_Before_Covid,Customers_Weekly_During_Covid,Customers_Weekly_During_Reopen,Helpfulness
2119,GOOD VIBES,Walton Smith,Restaurant,1534 WARDEN AVE,1534 WARDEN AVE,"NA",8731743479,1629144695,kz@inkozbcrgl.jtu,"NA",11-20 years,11-20 years,25,18,2,15,38,21,Y,N,N,N,Indian,Y,Average,127,11,17,N,Own,3085103,38804,2577543,618,866,14969,32,214,210,2
2120,GOOD VIBES KITCHEN,Damien Schinner,Restaurant,1299 DANFORTH AVE,1299 DANFORTH AVE,"NA",1676354813,7154739854,txguriaydl@dvgxcs.qpa,"NA",6-10 years,1-5 years,26,14,19,25,32,2,Y,Y,Y,N,Mexican,N,Average,84,9,17,Y,Lease,1594736,571398,211147,26039,2094,12646,488,403,281,2
2121,GOODFELLAS PIZZA,Darnell Kassulke,Restaurant,1 OLD MILL DR,1 OLD MILL DR,"NA",5864291297,9275364763,dqgkvfws@pvxqowl.mei,"NA",1-5 years,Under 1 year,26,6,29,21,9,2,Y,N,Y,N,Vietnamese,N,Average,53,11,19,N,Lease,3450152,547069,759925,9280,19862,25891,37,369,28,3
2122,GOODMARK CAFE,Tad Jast,Restaurant,200 CHURCH ST,200 CHURCH ST,"NA",4914234236,6912618467,tpi@s.thn,"NA",Under 1 year,1-5 years,25,10,17,18,9,21,Y,N,Y,N,American,N,High-end,106,11,22,Y,"Lease, want to purchase",2872803,221197,4390818,28717,15389,34166,460,52,395,2
2123,GOODS & PROVISIONS,Wilfred Schaefer,Restaurant,1124 QUEEN ST E,1124 QUEEN ST E,"NA",9816145239,9232435281,vodbrmq@hwc.hio,"NA",Under 1 year,11-20 years,16,17,6,10,25,21,Y,Y,Y,N,Mexican,N,High-end,37,12,22,N,Lease,45914,809599,4064107,22010,5089,11703,477,174,62,4
2124,GOONG FINEST CATERING,Ivey Raynor,Restaurant,59 ALNESS ST,59 ALNESS ST,"NA",4376922936,3586488635,kugzhixsd@x.eas,"NA",Over 20 years,11-20 years,22,15,25,15,15,9,Y,N,Y,N,Chinese,N,Low-end,48,12,22,N,Lease,2964189,197769,3139868,1079,16306,7426,147,123,450,3
2125,GORDO EX CAFE,Anabel Bradtke,Restaurant,1048 BATHURST ST,1048 BATHURST ST,"NA",2984657486,6293419624,chk@lnsauv.duw,"NA",1-5 years,1-5 years,26,1,29,31,22,21,Y,Y,Y,N,Italian,N,Low-end,136,11,20,Y,Own,3063394,59321,1771876,9041,2637,29934,236,93,341,3
2126,GORDONS PUB AND KITCHEN INC,Terry Marquardt,Restaurant,"993 QUEEN ST E, Unit-1","993 QUEEN ST E, Unit-1","NA",8322945463,7622962198,czm@mdv.omd,"NA",6-10 years,1-5 years,28,22,28,15,24,38,Y,N,Y,N,Greek,Y,Average,26,12,17,Y,Lease,3883830,379085,1286249,26072,11245,6303,406,55,182,4
2127,GORHEGORHE,Sandra Hessel,Restaurant,"708 BLOOR ST W, Unit-Bsmt","708 BLOOR ST W, Unit-Bsmt","NA",9211673615,1937267231,firht@go.uxw,"NA",Under 1 year,1-5 years,19,14,3,26,10,12,Y,Y,Y,N,Thai,Y,High-end,62,9,20,Y,Lease,1066718,137021,1266600,25324,17317,7016,175,377,250,1
2128,GOURMET MALAYSIA,Marlo Hahn,Restaurant,"4466 SHEPPARD AVE E, Unit-101","4466 SHEPPARD AVE E, Unit-101","NA",9749718153,8969315739,v@h.fnm,"NA",11-20 years,Under 1 year,20,12,11,18,6,37,Y,N,Y,N,Korean,N,Low-end,124,12,21,Y,Own,4686049,945507,3301365,13605,5651,8696,179,336,379,1
2129,GOVARDHAN THAL,Ernest Fay,Restaurant,840 MARKHAM RD,840 MARKHAM RD,"NA",9384894926,8547925792,ab@sj.wba,"NA",Over 20 years,Over 20 years,7,17,1,29,15,2,Y,N,N,N,Vietnamese,N,Average,137,11,19,Y,Lease,208879,927043,1427349,38396,13052,3985,455,242,278,1
2130,GOVINDA'S VEGETARIAN CUISINE,Nolan Rowe,Restaurant,243 AVENUE RD,243 AVENUE RD,"NA",5188911823,6836825473,dsrqbfjgo@camjqdw.ftq,"NA",Under 1 year,6-10 years,25,23,2,28,31,35,Y,Y,Y,N,Vietnamese,Y,Low-end,28,10,22,Y,Lease,4542982,204405,2056628,26284,13827,331,164,146,236,1
2131,GRACE O'MALLEY'S,Leighann Pagac,Restaurant,14 DUNCAN ST,14 DUNCAN ST,"NA",4682789264,6895624851,ohmj@fpwd.amv,"NA",11-20 years,11-20 years,29,22,12,36,20,26,Y,N,Y,N,Thai,N,Average,43,10,21,Y,Own,4273892,1691,3315409,9809,4302,18614,90,167,483,4
2132,GRACE'S PATTY WORLD,Juliana Sanford,Restaurant,11 WESTMORE DR,11 WESTMORE DR,"NA",5688424751,4782947465,mhi@zhlnxi.adb,"NA",Under 1 year,6-10 years,9,15,26,8,23,19,Y,N,Y,Y,Chinese,N,Low-end,65,10,20,Y,Lease,3972949,504093,1248061,20185,20033,34010,389,278,384,2
2133,GRADUATE STUDENTS' UNION PUB,Fred Emard,Restaurant,"16 BANCROFT AVE, Flr-Ground","16 BANCROFT AVE, Flr-Ground","NA",2815723812,6938697815,yiftpzna@irslhjufo.egk,"NA",Over 20 years,1-5 years,25,21,4,33,28,36,Y,N,N,N,Greek,N,Average,86,9,20,Y,Own,4444759,860225,4902960,18297,11310,1428,400,438,359,1
2134,GRAND CRU DELI,Laurene Gibson,Restaurant,304 RICHMOND ST W,304 RICHMOND ST W,"NA",9254573871,4277641653,rmaqpb@snifdgwpve.evc,"NA",6-10 years,1-5 years,16,26,11,14,9,23,Y,Y,Y,N,Thai,N,Average,109,9,20,Y,Lease,275101,991499,1256761,10026,15826,26805,447,296,495,2
2135,GRAND ELECTRIC,Mike Watsica,Restaurant,1330 QUEEN ST W,1330 QUEEN ST W,"NA",1387216714,5831765481,jcmkzfhxtr@redjv.rql,"NA",Under 1 year,11-20 years,19,17,26,12,36,14,Y,Y,Y,N,Mexican,N,Average,97,12,22,Y,Lease,4470283,309983,733587,8943,22773,36314,284,110,53,4
2136,GRAND LUXE EVENT BOUTIQUE,Cicely Dooley,Restaurant,3125 BAYVIEW AVE,3125 BAYVIEW AVE,"NA",7155411279,1797485173,lywmfag@vmrjicbadt.kpy,"NA",11-20 years,1-5 years,16,6,29,11,33,17,N,Y,Y,N,Greek,Y,Low-end,54,10,22,N,Lease,1466881,125414,3428768,11742,13217,28209,62,424,215,3
2137,GRANITE BISTRO,Shane Kris,Restaurant,240 DUNCAN MILL RD,240 DUNCAN MILL RD,"NA",5419359678,5712495318,satz@cyd.ykg,"NA",11-20 years,11-20 years,16,1,14,20,13,30,Y,Y,N,N,Greek,Y,Low-end,82,12,18,N,Lease,4043733,528479,4136561,34374,17123,2661,431,184,199,2
2138,GRANITE BREWERY,Joellen Kozey,Restaurant,"245 EGLINTON AVE E, Unit-5","245 EGLINTON AVE E, Unit-5","NA",4235179861,7435161623,e@murcwezjps.ebl,"NA",1-5 years,1-5 years,11,22,29,16,30,5,Y,Y,Y,N,Chinese,Y,Low-end,106,11,22,N,Lease,2796240,745245,620029,37189,14803,19828,310,305,412,3
2139,GRAPPA RESTAURANT,Macie Ullrich,Restaurant,690 THE QUEENSWAY,690 THE QUEENSWAY,"NA",1833978142,2952163179,ay@rnvdg.tip,"NA",Under 1 year,6-10 years,25,23,5,18,17,5,Y,Y,N,N,Italian,N,Average,80,10,17,Y,Own,3532114,845337,2197348,23185,4777,11238,347,307,494,3
2140,GRAVITY PIZZA,Andreas Bayer,Restaurant,"58 MARINE PARADE DR, Bldg-14 A","58 MARINE PARADE DR, Bldg-14 A","NA",9642514375,6492932946,kxphacfovw@ebcjtrk.yzc,"NA",Under 1 year,Under 1 year,27,7,24,36,8,24,Y,Y,Y,N,American,Y,High-end,38,12,19,N,Lease,3178781,176879,1552074,24308,21320,27666,55,0,266,4
2141,GRAZIE,Ambrose Shields,Restaurant,2373 YONGE ST,2373 YONGE ST,"NA",8125136845,7547962931,mjbepicrwf@a.uaf,"NA",11-20 years,6-10 years,15,16,4,34,34,10,Y,Y,N,N,Mediterranean,Y,Low-end,95,11,21,Y,Lease,3502726,69984,1216013,25226,1690,36833,175,475,79,3
2142,GREECE RESTAURANT,Blossom Hayes,Restaurant,643 MOUNT PLEASANT RD,643 MOUNT PLEASANT RD,"NA",8949143258,7468361479,waqetruslc@tik.rdz,"NA",11-20 years,6-10 years,29,11,7,37,12,10,N,N,Y,N,Vietnamese,N,High-end,5,10,19,Y,Lease,1621647,633408,360521,3358,12922,7178,259,142,403,2
2143,GREEK & CO,Enriqueta Daugherty,Restaurant,756 QUEEN ST W,756 QUEEN ST W,"NA",3872535473,4877536945,bfjth@pdaumorc.ciu,"NA",Under 1 year,1-5 years,14,11,1,13,15,38,Y,Y,N,N,Mexican,N,Low-end,128,12,21,Y,Lease,1488889,946620,1104572,21529,20191,20593,310,170,160,4
2144,GREEK CANADIAN DEMOCRATIC ORGANIZATION,Leisha Stokes,Restaurant,290 DANFORTH AVE,290 DANFORTH AVE,"NA",4815985614,9254719124,djlzvq@tmphfuys.uxv,"NA",1-5 years,11-20 years,16,24,26,11,14,12,N,Y,Y,N,Indian,N,Average,139,10,21,N,"Lease, want to purchase",4486966,421238,3525463,15924,1538,32351,455,182,154,1
2145,GREEK GRILL,Louis Mueller,Restaurant,128 O'CONNOR DR,128 O'CONNOR DR,"NA",9353583567,2455812815,wo@l.wem,"NA",Under 1 year,6-10 years,28,2,16,13,26,9,Y,Y,Y,N,Greek,N,Average,146,9,18,N,Lease,2295207,868995,1772785,28423,21152,33215,132,27,2,1
2146,GREEN AND SPROUTS,Chance Kerluke,Restaurant,"1371 NEILSON RD, Unit-104","1371 NEILSON RD, Unit-104","NA",2839253296,9268647295,ayfruigo@mxpgfaztk.hio,"NA",Under 1 year,11-20 years,24,9,28,8,37,38,N,N,Y,N,Chinese,Y,Low-end,144,10,18,Y,"Lease, want to purchase",2933542,417112,3912470,33981,17365,13090,214,272,413,4
2147,GREEN BASIL,Bret Kreiger,Restaurant,2120 QUEEN ST E,2120 QUEEN ST E,"NA",6851489645,8299324376,frguaxhcqe@a.xws,"NA",11-20 years,1-5 years,5,15,19,21,20,6,Y,Y,Y,N,Mediterranean,N,High-end,89,10,17,Y,Lease,3468538,156028,846045,23682,265,36693,394,143,395,1
2148,GREEN BEANERY,Elaine Jewess,Restaurant,565 BLOOR ST W,565 BLOOR ST W,"NA",9626482546,9234237356,aj@wagotnym.gxv,"NA",1-5 years,1-5 years,26,7,24,11,24,10,Y,Y,N,N,Others,N,Average,138,10,21,N,Lease,3723575,231407,1292171,20233,23046,56,101,302,197,1
2149,GREEN BOX EXPRESS,Melba Thiel,Restaurant,200 UNIVERSITY AVE,200 UNIVERSITY AVE,"NA",8542859124,3824379846,admiqfsur@cie.jzv,"NA",Under 1 year,1-5 years,12,27,15,23,39,10,Y,Y,N,N,Italian,Y,Average,62,9,21,N,Lease,1925022,706568,2047188,38508,2994,3925,232,183,250,4
2150,GREEN CAFE,Omar Erdman,Restaurant,414 COLLEGE ST,414 COLLEGE ST,"NA",2856894179,1787193746,pmten@es.qiz,"NA",1-5 years,11-20 years,18,8,11,30,2,24,Y,N,Y,N,Chinese,N,Average,67,12,19,N,Lease,1983387,335390,4807881,29252,18636,353,63,334,376,3
2151,GREEN CANOE CAFE,Marguerita McGlynn,Restaurant,900 MILLWOOD RD,900 MILLWOOD RD,"NA",1561969216,5367239638,lhebr@uyjbla.doy,"NA",1-5 years,1-5 years,16,28,10,39,22,12,Y,N,Y,N,Mexican,N,Average,133,12,21,N,Own,3388052,732244,611222,24636,14938,36124,440,116,293,2
2152,GREEN EARTH VEGAN CUISINE,Lenita Vandervort,Restaurant,804 DANFORTH AVE,804 DANFORTH AVE,"NA",3185191842,5614871524,fjvpenaqcg@vjcknhzf.zyo,"NA",1-5 years,Under 1 year,29,10,14,35,30,31,Y,N,Y,N,Korean,Y,Low-end,125,9,19,N,Lease,3721978,414738,3576265,37586,1195,14705,216,394,126,4
2153,GREEN EGGPLANT MEDITERRANEAN GRILL,Alden Graham,Restaurant,2024 QUEEN ST E,2024 QUEEN ST E,"NA",4934673642,4937536147,evlmcujdwf@rkdq.fau,"NA",6-10 years,11-20 years,7,26,3,38,11,18,N,Y,Y,N,Thai,N,Low-end,141,11,20,Y,Lease,2790813,163486,4992237,9727,20560,13488,197,217,248,2
2154,GREEN MANGO,Val Hane,Restaurant,3006 BLOOR ST W,3006 BLOOR ST W,"NA",5821424956,6322592738,qzvmwo@q.jdg,"NA",Under 1 year,1-5 years,7,25,1,29,7,23,Y,Y,N,N,American,N,Average,57,11,20,N,Own,533645,218283,3697664,2234,9391,30356,63,414,487,4
2155,GREEN PAPAYA,Clement Pouros,Restaurant,2401 YONGE ST,2401 YONGE ST,"NA",8751641873,4657296893,jha@pgqfst.htb,"NA",Under 1 year,Under 1 year,6,14,16,36,7,38,Y,Y,N,N,Indian,N,Low-end,148,12,21,Y,Own,4385615,897677,2793838,26318,10440,2377,488,447,481,2
2156,GREENHOUSE JUICE CO.,Robena Reichel,Restaurant,417 SPADINA RD,417 SPADINA RD,"NA",8262199136,6244361789,jvz@edhcgj.scr,"NA",1-5 years,1-5 years,27,18,4,20,38,30,Y,Y,N,N,Mexican,Y,High-end,66,11,22,N,Own,1392158,948067,3803047,18568,8329,918,420,7,167,2
2157,GREENS VEGETARIAN RESTAURANT,Abe Spencer,Restaurant,638 DUNDAS ST W,638 DUNDAS ST W,"NA",3674615268,6952894723,uzm@x.mzx,"NA",1-5 years,1-5 years,27,24,9,32,9,11,Y,N,N,N,Others,Y,Average,23,11,20,Y,Lease,1839659,49318,4233488,28896,5042,15651,166,131,189,4
2158,GREENTEA RESTAURANT,Olen Purdy,Restaurant,261 SPADINA AVE,261 SPADINA AVE,"NA",1368529725,3177539876,sbieqdjy@mjzohbfk.gja,"NA",1-5 years,11-20 years,10,27,5,34,25,39,Y,N,N,N,Vietnamese,Y,Low-end,66,12,18,N,Lease,3813952,647034,651462,89,7324,28598,209,176,303,4
2159,GREENWOOD SMOKEHOUSE,Shannon Schamberger,Restaurant,673 DANFORTH AVE,673 DANFORTH AVE,"NA",4268572179,2893981983,xui@jirc.hjy,"NA",Under 1 year,1-5 years,7,21,6,19,34,15,Y,N,N,N,Greek,Y,Average,21,10,18,Y,Own,2052436,74287,652818,6231,20843,29514,82,225,482,2
2160,GREENWOOD TELETHEATRE,Stacey Mosciski,Restaurant,"1661 QUEEN ST E, Unit-21","1661 QUEEN ST E, Unit-21","NA",1492978917,6173671294,iturbwh@o.sex,"NA",1-5 years,Over 20 years,21,13,13,13,28,8,Y,Y,N,N,Mediterranean,Y,Average,76,9,17,N,Lease,4278678,354958,3112297,29533,3664,32738,351,463,440,4
2161,GRENADA ROSE,Robert Hyatt,Restaurant,"2721 JANE ST, 12","2721 JANE ST, 12","NA",6818325316,4391474295,h@wrzeguqfn.lku,"NA",6-10 years,1-5 years,10,11,25,26,16,20,Y,Y,Y,N,Mediterranean,Y,Low-end,37,12,19,Y,Own,4273362,803072,1020378,26410,12315,26830,56,210,188,3
2162,GRENADIER RESTAURANT,Mary Hilpert,Restaurant,"1873 BLOOR ST W, Unit-22","1873 BLOOR ST W, Unit-22","NA",9854216184,5891792319,uoazr@nehjzgfq.rom,"NA",1-5 years,Under 1 year,21,13,27,29,3,11,N,Y,Y,N,Chinese,N,Average,12,12,22,N,Lease,3295179,736755,2465944,6092,23028,5287,178,157,229,4
2163,GRETA SOLOMON'S,Noelle Schaden,Restaurant,1118 QUEEN ST E,1118 QUEEN ST E,"NA",9378613945,8653455761,ilnhvc@fvra.mlj,"NA",11-20 years,11-20 years,15,16,28,22,29,24,Y,N,N,N,Indian,Y,High-end,108,11,21,N,Lease,3218662,291014,1162304,38943,24191,17043,75,85,156,2
2164,GREY GARDENS,Garret Jones,Restaurant,199 AUGUSTA AVE,199 AUGUSTA AVE,"NA",6894266213,8967411465,mzl@e.hsq,"NA",1-5 years,6-10 years,26,18,16,15,10,38,Y,N,Y,N,Mediterranean,N,Average,112,9,19,Y,Lease,758767,558001,3669618,17550,15316,7018,345,168,449,1
2165,GRILL GATE,Dexter Marquardt,Restaurant,832 SHEPPARD AVE W,832 SHEPPARD AVE W,"NA",1977639583,7823754361,gfwmpot@gdyhokw.ish,"NA",1-5 years,Under 1 year,16,1,12,28,33,27,Y,Y,N,N,Japanese,N,Low-end,143,11,18,Y,Lease,3694465,128776,3985180,8140,24852,8933,58,103,377,3
2166,GRILL IT UP!,Penni Bernier,Restaurant,300 BOROUGH DR,300 BOROUGH DR,"NA",5677646748,9579465368,jeagozkqy@mgadv.cxe,"NA",1-5 years,6-10 years,9,24,15,19,7,36,Y,Y,N,N,American,Y,Low-end,29,12,21,N,Own,434592,35343,4654988,14274,14186,24049,141,219,448,1
2167,GRILL TIME GOURMET MEAT SHOPS,Warren Cronin,Restaurant,"62 LAIRD DR, Unit-2","62 LAIRD DR, Unit-2","NA",3158492318,7457634628,rlo@ietgnj.znj,"NA",1-5 years,Over 20 years,25,8,26,25,19,25,Y,N,Y,Y,Japanese,N,Average,76,9,22,N,Own,917310,571112,591294,764,11888,36047,303,276,355,2
2168,GRILLIES,Eddie Mann,Restaurant,2632 DANFORTH AVE,2632 DANFORTH AVE,"NA",7193692978,3912769753,ehlc@vx.ocj,"NA",11-20 years,1-5 years,22,5,13,25,5,7,Y,Y,Y,N,Indian,N,High-end,127,12,21,N,Lease,4185640,657030,2370127,24283,15361,39774,419,289,349,3
2169,GRILLIES,Erich Hickle,Restaurant,641 BLOOR ST W,641 BLOOR ST W,"NA",7256739615,5696935826,kbsyghjxm@hwnfa.xuw,"NA",Over 20 years,Over 20 years,21,21,11,12,4,36,Y,Y,Y,N,Greek,Y,Average,129,10,18,Y,Own,2267578,869824,1942903,12678,3634,29105,187,107,285,1
2170,GRILLIES,Charlesetta Trantow,Restaurant,149 DUNDAS ST E,149 DUNDAS ST E,"NA",3517641489,3798476542,sicvr@chuapbewm.iyf,"NA",Under 1 year,Under 1 year,28,9,9,19,25,6,N,Y,Y,N,Japanese,N,Low-end,87,9,17,Y,Lease,939722,552543,4572015,2091,19790,25232,163,158,440,1
2171,GRILLIES,Sheilah Kihn,Restaurant,1560 BAYVIEW AVE,1560 BAYVIEW AVE,"NA",4198951495,2936496187,otihck@jt.uzm,"NA",Under 1 year,6-10 years,22,6,17,11,25,30,Y,N,Y,N,Mexican,N,Average,20,10,20,Y,Lease,4130366,943911,1658866,29852,15436,36125,491,494,32,2
2172,GRILLS 'N' CURRIES,Johnny Jacobi,Restaurant,264 MARKHAM RD,264 MARKHAM RD,"NA",5837137362,9261499217,cebgoiamnt@xzy.gvo,"NA",11-20 years,1-5 years,21,7,14,29,21,21,Y,N,N,N,Italian,N,Low-end,128,11,21,Y,Lease,2655214,12138,2186245,2245,3510,3321,244,94,189,4
2173,GROSSMAN'S TAVERN,Kaylene Zieme,Restaurant,"377 SPADINA AVE, Unit-2","377 SPADINA AVE, Unit-2","NA",3698138674,6499154563,sbq@yit.gpe,"NA",1-5 years,11-20 years,22,19,24,23,4,11,N,N,Y,N,Indian,N,Average,74,10,17,N,Lease,4808998,626889,2926673,36641,24316,17224,201,332,178,3
2174,GUCCI'S BAR AND GRILL,Bud Runolfsdottir,Restaurant,"1693 JANE ST, Bldg-0","1693 JANE ST, Bldg-0","NA",9381347263,6398462481,rityxkfoh@ojkbahqew.rjy,"NA",11-20 years,6-10 years,6,22,25,20,12,20,Y,N,Y,N,Thai,N,Average,46,11,21,N,Lease,1612597,6609,2096584,29469,24361,32487,263,376,351,2
2175,GUIREI JAPANESE,Felipa Harris,Restaurant,600 QUEENS QUAY W,600 QUEENS QUAY W,"NA",2366127846,2592159387,fwhaevmiyt@asqiy.glc,"NA",1-5 years,1-5 years,13,9,4,15,36,29,Y,Y,Y,Y,Greek,N,Average,10,12,19,N,Lease,74605,575814,2823064,34515,20626,7631,335,234,231,1
2176,GUITA'S SAGGIO,Richie Luettgen,Restaurant,90 SIGNET DR,90 SIGNET DR,"NA",6984732698,9651246854,qdumvxg@nwhjokycxq.lvk,"NA",1-5 years,Under 1 year,12,24,27,38,10,17,Y,Y,Y,N,American,Y,Average,141,9,21,N,Lease,2636619,411184,2027445,5142,18109,39786,436,185,304,2
2177,GUIYANG REN HUAXI BEEF NOODLE,Cheree Feeney,Restaurant,"4186 FINCH AVE E, Unit-25","4186 FINCH AVE E, Unit-25","NA",6146535417,1671358316,gqsjny@pd.ckm,"NA",11-20 years,6-10 years,23,7,9,29,16,10,N,Y,N,N,Japanese,N,Average,132,10,21,N,Lease,284480,333792,1026135,37946,9587,7665,434,138,323,4
2178,GUSTO 101,Jolanda DuBuque,Restaurant,101 PORTLAND ST,101 PORTLAND ST,"NA",6584515621,3753268695,odgyrh@vhrszlq.ojq,"NA",Over 20 years,1-5 years,18,9,9,29,11,19,Y,Y,N,Y,Chinese,Y,Low-end,107,9,17,N,Lease,4747233,168444,1996270,30854,21223,22420,315,398,250,1
2179,GUSTO 501,Margarito Gutmann,Restaurant,501 KING ST E,501 KING ST E,"NA",5485265386,8348753765,tixa@lz.khm,"NA",1-5 years,Under 1 year,27,29,12,25,13,2,N,Y,N,N,Others,Y,High-end,136,10,21,N,Own,3777332,973338,1444224,21372,19859,33745,482,141,397,3
2180,GUSTO LUNGO TRATTORIA,Hulda Mayer,Restaurant,557 MOUNT PLEASANT RD,557 MOUNT PLEASANT RD,"NA",8612574892,9389287924,yodpg@axs.hqv,"NA",6-10 years,Over 20 years,19,3,7,20,3,6,Y,N,N,N,Indian,Y,Low-end,8,12,22,N,Own,1791771,855161,1811752,34063,16223,38329,68,471,48,1
2181,GUU IZAKAYA,Jerry Littel,Restaurant,1314 QUEEN ST W,1314 QUEEN ST W,"NA",4832513194,2877897243,fog@iyhbtug.bnh,"NA",11-20 years,Over 20 years,16,20,28,11,6,37,Y,Y,Y,Y,Greek,Y,Low-end,13,12,19,Y,Lease,2070858,802124,34712,2233,20472,3819,424,52,410,2
2182,GYOKO SUSHI,Earnest Kuhn,Restaurant,2143 DANFORTH AVE,2143 DANFORTH AVE,"NA",6323489425,1955293758,efl@era.mog,"NA",6-10 years,Under 1 year,7,20,9,13,21,33,Y,Y,Y,N,Japanese,Y,Low-end,75,12,21,N,Lease,2832009,213878,4690250,37781,15830,27450,327,227,9,1
2183,GYRO BAR!,Tuan Considine,Restaurant,1647 QUEEN ST W,1647 QUEEN ST W,"NA",9759513569,4984325896,mh@yheztxi.qtj,"NA",Under 1 year,Over 20 years,8,3,7,35,27,7,Y,Y,Y,N,Greek,N,Average,61,11,20,N,Own,1522731,578899,4996113,14385,6421,35073,363,452,69,2
2184,GYU - KAKU JAPANESE BBQ,Verena Hartmann,Restaurant,"229 CONSUMERS RD, Unit-119","229 CONSUMERS RD, Unit-119","NA",9521431367,2376844651,zm@anzxti.edf,"NA",11-20 years,11-20 years,29,23,15,28,26,16,N,Y,N,N,Korean,Y,Low-end,63,9,18,N,Lease,3454550,44104,2728239,24585,12595,20649,135,58,171,3
2185,GYU HITO JAPANESE BBQ,Malisa Doyle,Restaurant,"633 SILVER STAR BLVD, Unit-116-118","633 SILVER STAR BLVD, Unit-116-118","NA",4189171486,3671537956,onzrthp@hk.kjo,"NA",11-20 years,1-5 years,27,9,7,21,14,17,Y,N,Y,N,Greek,Y,Low-end,50,10,18,N,Lease,4429711,374546,3139517,11379,11104,29353,147,56,413,3
2186,GYUBEE JAPANESE BBQ,Glen Jacobi,Restaurant,335 BLOOR ST W,335 BLOOR ST W,"NA",9689283821,6157933985,vlhnkjp@fvgsrxjpon.qgl,"NA",Over 20 years,Over 20 years,21,24,15,20,5,5,Y,Y,N,Y,Chinese,N,Low-end,12,12,21,N,Own,3483333,486289,3432770,25656,10667,981,109,108,199,4
2187,GYUBEE JAPANESE GRILL,Delores Torp,Restaurant,"3720 MIDLAND AVE, Unit-109","3720 MIDLAND AVE, Unit-109","NA",7396394926,3797395261,g@uihseznra.lmr,"NA",Under 1 year,Over 20 years,24,15,21,12,35,38,Y,Y,Y,N,Korean,Y,Low-end,29,12,18,Y,Own,2766312,154318,3427777,6269,21598,538,244,343,142,4
2188,GYUBEE JAPANESE GRILL,Bradford Aimonetti,Restaurant,153 DUNDAS ST W,153 DUNDAS ST W,"NA",2188534798,2653461349,efax@wnzbd.xpm,"NA",Under 1 year,Under 1 year,20,2,23,38,1,27,Y,Y,N,N,Greek,Y,High-end,106,10,19,N,Lease,2477323,985430,4070986,17935,19470,31938,382,16,339,3
2189,GYUGYUYA,Blake Metz,Restaurant,177 DUNDAS ST W,177 DUNDAS ST W,"NA",2931549561,2397521276,wsovrig@skrwpuyb.ubf,"NA",1-5 years,Over 20 years,11,12,12,33,38,28,Y,Y,Y,N,Chinese,N,Low-end,79,9,18,N,"Lease, want to purchase",61778,432020,4070342,37528,16600,22863,46,215,212,3
2190,GYUGYUYA,Galen Von,Restaurant,402 BLOOR ST W,402 BLOOR ST W,"NA",6576294318,9821866984,plfnu@jyufqezrso.jyf,"NA",11-20 years,Over 20 years,27,3,29,15,3,22,Y,N,Y,N,Mexican,N,Low-end,57,10,17,N,Lease,4473341,133979,1131065,28767,571,11826,165,65,260,2
2191,GYUGYUYA,Rebekah Jerde,Restaurant,5461 YONGE ST,5461 YONGE ST,"NA",5379484983,7944217694,xo@wiklx.slj,"NA",11-20 years,1-5 years,13,19,15,24,7,24,N,N,Y,N,Greek,Y,Low-end,75,9,20,N,Lease,3601038,811679,1050219,8129,14666,4867,122,44,108,4
2192,GYUGYUYA,Dean Kirlin,Restaurant,"3260 MIDLAND AVE, Unit-F101-102","3260 MIDLAND AVE, Unit-F101-102","NA",8159174672,6826191532,bujrgla@qgijnvr.dwf,"NA",1-5 years,11-20 years,21,25,8,16,10,27,Y,N,Y,N,Japanese,N,Low-end,13,10,17,N,Own,1256464,38132,2032554,35166,22425,35545,485,490,213,2
2193,GYUKAKU JAPANESE BBQ,Ronny Ritchie,Restaurant,81 CHURCH ST,81 CHURCH ST,"NA",5628569718,8575739253,ncvoxgej@bdxi.tbj,"NA",11-20 years,11-20 years,7,29,26,32,23,2,N,Y,N,N,Others,N,Low-end,42,11,22,Y,Lease,3895269,442878,1837598,1097,8854,32094,483,387,96,1
2194,GYUKATSU KYOTO KATSUGYU,Alphonse VonRueden,Restaurant,134 DUNDAS ST E,134 DUNDAS ST E,"NA",9837622395,4186544291,nrzembw@tuz.xyr,"NA",Over 20 years,1-5 years,18,2,19,12,3,38,N,N,N,Y,Chinese,Y,Low-end,37,11,21,N,Own,4483086,499203,514851,33078,16264,4112,323,233,246,2
2195,Gabby's,Ardith Christiansen,Restaurant,3026 DUNDAS ST W,3026 DUNDAS ST W,"NA",5616377632,5215981295,kbugymiwh@q.fgp,"NA",1-5 years,6-10 years,10,28,21,20,7,21,Y,N,Y,Y,Greek,N,Low-end,27,12,19,Y,"Lease, want to purchase",2414032,223358,2472677,17793,24892,1822,68,127,398,4
